V1: index,V9: Life Satisfaction,V10: How Feels abt Neighborhood,V12: Descript of Neighbhood,V15: Satisfaction w Police,V17: Satisfaction w Schools,V20: Probs w Drugs,V21: Get along w Police,V29: Current Religion,V31: Attend Church Frequency,V33: Importance of Church,V38: How Church most Helpful,V61: R U useful person,V62: R U person of worth,V67: Freq U feel bad abt self,V68: What Makes U Feel Bad,V71: Freq feel good abt U,V72: What makes U feel good,V75: U get what you hoped for?,V76: What hoped for in Life,V78: Better to Plan or Luck,V79: Do Plans Work or Change,V99: Do U have nervous condition,V100: Do nerves keep U from work?,V110: Who helps if U sick,V125: Ever gone to Pub Health Clinic,V126: Health Clinic helpful,V140: Covered by Insurance,V142: How hard to get health care,V146: Past month had $ probs,V148: Past month had job probs,V150: Past month had Family probs,V156: Past month was crime victim,V158: Past month had police prob,V162: Past month had racial probs,V163: Racial probs upsetting?,V301: Employment Status,V314: Pay scale,V315: Pay freq,V344: Job Satisfaction,V368: Poor treatment of Blacks at work,V860: Times Moved,V884: Is Family Close,V908: Marital Status,V947: Do U have a best friend,V962: U have children,V985: How well Done w Jobs,V987: How well Done as Spouse,V988: How well done as Parent,V994: How happy R U,V1011: Freq drink or get high,V1228: Have good friend who is white,V1243: Told child about white people,V1259: Did parents teach U about whites?,V1269: Sex discrim in US real?,V1403: Birth Year,V1411: Voted in last Pres Election,V1416: Closer to Rep or Dem?,V1429: U own your home?,V1434: School Grades Finished,V1444: Edu Summary,V1451: School Grades Finished Spouse,V1470: School Grades Finished Dad,V1475: School Grades Finished Mom,V1491: Racial comp of Neighborhood,V1494: Better or worse $$,V1499: Total Family Income,V1571: Your Birth Order,V1586: Your Sex M-F
605,2: Some Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,2: Somewhat Satisfied,2: Fairly Serious,2: Fairly Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,"58: Help if Sickness or Death in Family, Not..",1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",2: Fairly Often,52: Helping Others/Altruism; R Giving..,2: Gotten less than R Hoped for,11: Home Ownership; Buy a House; My Own Home;..,1: Plan Ahead,1: Carry out Way Expected,1: Yes,3: Not at All,04: (D) Father,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,1: Yes,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,1: One Time,2: Fairly Close,4: Widowed,1: Yes,2,1: Very Well,"0: Inap,..",1: Very Well,2: Pretty Happy,4: Hardly Ever,1: Yes,5: No,"0: Inap,..",5: No,1929,1: Yes,"0: Inap,..",2: Paying Rent,12: Grade 12,"52: 12 Grades, Completed High School; ..","96: Inap,..",99: NA,3,2: Mostly Blacks,2: Same,"09: $7,000-7,999",01: First Born,2: Female
606,2: Some Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,1: Very Satisfied,1: Very Satisfied,4: Not Serious at All,2: Fairly Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,2: Fairly Important,"00: Inap,..",2: Often True,2: Often True,3: Not Too Often,"00: Inap,..",1: Very Often,61: General Relations with Family My..,1: Gotten Mostly What R Hoped for,12: Have a Nice/Better/Big House (Ownership..,2: Too Much Luck to Plan,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,1: Yes,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,"0: Inap,..",1: Very Close,1: Married,1: Yes,2,1: Very Well,1: Very Well,1: Very Well,1: Very Happy,"0: Inap,..",1: Yes,1: Yes,"0: Inap,..",1: Yes,1955,1: Yes,2: Democratic,2: Paying Rent,12: Grade 12,"50: 12 Grades, but No Diploma or ..",12: Grade 12,99: NA,99: NA,3: About Half Blacks,2: Same,"14: $15,000-19,999",01: First Born,1: Male
607,1: Very Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,1: Very Satisfied,1: Very Serious,1: Very Well,"14: Methodist, (Except Code 11)",3: A Few Times a Month - 1 to 3 Times,3: Not Too Important,"00: Inap,..",2: Often True,2: Often True,2: Fairly Often,"72: Morally Lax; Dont Do Right, Drink, Fight,..",2: Fairly Often,52: Helping Others/Altruism; R Giving..,2: Gotten less than R Hoped for,31: Marriage (Children or Family Not..,1: Plan Ahead,1: Carry out Way Expected,1: Yes,3: Not at All,01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,1: Yes,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,1: One Time,1: Very Close,1: Married,1: Yes,"80: Adopted, Foster, Stepchild(ren)",1: Very Well,1: Very Well,1: Very Well,2: Pretty Happy,3: Not Too Often,1: Yes,5: No,"0: Inap,..",5: No,1940,1: Yes,3: Neither,1: Own Home or Buying it,12: Grade 12,"62: 12 Grades, Completed High School; ..",12: Grade 12,98: DK,98: DK,2: Mostly Blacks,2: Same,"16: $25,000-29,999",2,2: Female
608,2: Some Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,4: Very Dissatisfied,4: Not Serious at All,1: Very Well,80: None; No Preference,4: A Few Times a Year,3: Not Too Important,"00: Inap,..",1: Almost Always True,2: Often True,4: Hardly Ever,"00: Inap,..",1: Very Often,"21: General Satisfaction, Accomplishments,..",2: Gotten less than R Hoped for,02: Financial Security; Money; Be Rich; Well..,2: Too Much Luck to Plan,2: Have to Change Plans,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",5: No,4: Not Hard at All,1: Yes,5: No,1: Yes,5: No,5: No,1: Yes,3: Only a Little,1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,7: Seven Times or More,2: Fairly Close,1: Married,1: Yes,4,2: Fairly Well,2: Fairly Well,1: Very Well,1: Very Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",1: Yes,1944,5: No,3: Neither,1: Own Home or Buying it,15,"72: Some College (1-3 Years), Degree (Other ..",12: Grade 12,9,12: 12 Years,3: About Half Blacks,3: Worse,"13: $12,000-14,999",4,1: Male
609,2: Some Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,2: Somewhat Satisfied,8: DK,2: Fairly Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,"00: Inap,..",2: Often True,9: NA,4: Hardly Ever,"00: Inap,..",1: Very Often,71: Religion/God My Religion Makes Me Feel..,1: Gotten Mostly What R Hoped for,32: Children/Family; Watch Children Grow up;..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",02: (B) Son/Stepson,1: Yes,1: A Great Deal,1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,1: Very Close,3: Separated,5: No,8,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",5: No,1909,5: No,"0: Inap,..",1: Own Home or Buying it,5,"11: 1-6 Grades, No Other Schooling; Grade ..","96: Inap,..",00: None,12: 12 Years,1: All Blacks,1: Better,98: DK,98: DK,2: Female
610,2: Some Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,3: Somewhat Dissatisfied,2: Fairly Serious,2: Fairly Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,2: Fairly Important,"03: Encouragement, Moral Support, Comfort,..",2: Often True,2: Often True,3: Not Too Often,"00: Inap,..",2: Fairly Often,"62: Being a (Good) Parent, Providing for..",1: Gotten Mostly What R Hoped for,26: Happiness; No Worries; Have Fun; Enjoy..,2: Too Much Luck to Plan,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: Very Close,1: Married,5: No,2,2: Fairly Well,1: Very Well,1: Very Well,2: Pretty Happy,5: Never,5: No,1: Yes,"0: Inap,..",5: No,1952,5: No,"0: Inap,..",2: Paying Rent,12: Grade 12,"60: 12 Grades, but No Diploma or ..",11,10,12: 12 Years,1: All Blacks,1: Better,"13: $12,000-14,999",01: First Born,2: Female
611,2: Some Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,1: Very Satisfied,1: Very Serious,2: Fairly Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,1: Very Important,73: Prayers; Pray for Me; Help in Spiritual..,2: Often True,2: Often True,4: Hardly Ever,"00: Inap,..",1: Very Often,61: General Relations with Family My..,2: Gotten less than R Hoped for,52: See God; Hope for Life after Death; Meet..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,1: Yes,1: A Great Deal,1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,1: Very Close,1: Married,1: Yes,01: One Child,2: Fairly Well,1: Very Well,1: Very Well,1: Very Happy,4: Hardly Ever,1: Yes,1: Yes,"0: Inap,..",5: No,1942,5: No,3: Neither,1: Own Home or Buying it,11,"32: 10-11 Grades, No Other Schooling: or ..",10,8,10,2: Mostly Blacks,1: Better,"07: $5,000-5,999",8,1: Male
612,1: Very Satisf,2: Fairly Good,3: Most People Talk or Visit a Lot with the..,2: Somewhat Satisfied,3: Somewhat Dissatisfied,2: Fairly Serious,2: Fairly Well,51: Roman Catholic; Catholic,2: At Least Once a Week - 1 to 3 Times,1: Very Important,"03: Encouragement, Moral Support, Comfort,..",2: Often True,1: Almost Always True,3: Not Too Often,"00: Inap,..",2: Fairly Often,31: Education; Did/Doing Well in School Im a..,1: Gotten Mostly What R Hoped for,"04: Job Good/Better; Job I Like, Including..",1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",05: (E) Mother,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: Very Close,5: Never Married,9: NA,"00: Inap,..",9: NA,"0: Inap,..","0: Inap,..",9: MD,"0: Inap,..",1: Yes,"0: Inap,..",1: Yes,1: Yes,1960,5: No,"0: Inap,..",1: Own Home or Buying it,13: College,"71: Some College (1-3 Years), No Degree (..","96: Inap,..",10,12: 12 Years,2: Mostly Blacks,1: Better,"14: $15,000-19,999",01: First Born,2: Female
613,1: Very Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,8: DK,8: DK,2: Fairly Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,1: Very Important,"00: Inap,..",2: Often True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,16: General or Overall Self-Images: Im a..,1: Gotten Mostly What R Hoped for,98: DK,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",02: (B) Son/Stepson,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,1: Yes,1: One Time,1: Very Close,5: Never Married,1: Yes,01: One Child,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,"0: Inap,..",1: Yes,5: No,"0: Inap,..",5: No,1934,1: Yes,"0: Inap,..",1: Own Home or Buying it,12: Grade 12,"62: 12 Grades, Completed High School; ..","96: Inap,..",96: No Father/Father Died and No Codeable ..,12: 12 Years,1: All Blacks,1: Better,"14: $15,000-19,999",80: R Is Only Child; or Coded 80 at QJ6(1),2: Female
614,4: Very Dissat,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,8: DK,3: Not Too Serious,2: Fairly Well,"12: Baptist, NA Type",4: A Few Times a Year,1: Very Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,45: Functional Independence Physically Able..,2: Gotten less than R Hoped for,12: Have a Nice/Better/Big House (Ownership..,2: Too Much Luck to Plan,2: Have to Change Plans,5: No,"0: Inap,..",05: (E) Mother,1: Yes,2: A Lot,1: Yes,3: Not Too Hard,1: Yes,1: Yes,1: Yes,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,2: Fairly Close,1: Married,5: No,"00: Inap,..",2: Fairly Well,2: Fairly Well,"0: Inap,..",2: Pretty Happy,"0: Inap,..",5: No,"0: Inap,..",1: Yes,1: Yes,1947,1: Yes,"0: Inap,..",1: Own Home or Buying it,10,"32: 10-11 Grades, No Other Schooling: or ..",10,3,9,1: All Blacks,2: Same,"09: $7,000-7,999",4,2: Female
615,2: Some Satisf,2: Fairly Good,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,1: Very Satisfied,8: DK,8: DK,26: Pentecostal or Assembly of God,1: Nearly Everyday - 4 or More Times a Week,1: Very Important,02: Companionship; Someone to Do Things With;..,1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,52: Helping Others/Altruism; R Giving..,1: Gotten Mostly What R Hoped for,"01: Achievement, General: Success; Be..",2: Too Much Luck to Plan,2: Have to Change Plans,1: Yes,3: Not at All,05: (E) Mother,5: No,"0: Inap,..",1: Yes,3: Not Too Hard,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,4,2: Fairly Close,2: Divorced,1: Yes,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",2: Pretty Happy,"0: Inap,..",1: Yes,"0: Inap,..",1: Yes,5: No,1942,5: No,"0: Inap,..",2: Paying Rent,12: Grade 12,"50: 12 Grades, but No Diploma or ..","96: Inap,..",98: DK,8,2: Mostly Blacks,1: Better,02: $001-999,01: First Born,2: Female
616,1: Very Satisf,1: Very Good,2: Some People Keep to Themselves but Others..,4: Very Dissatisfied,1: Very Satisfied,4: Not Serious at All,1: Very Well,13: Disciples of Christ,3: A Few Times a Month - 1 to 3 Times,1: Very Important,"03: Encouragement, Moral Support, Comfort,..",1: Almost Always True,2: Often True,3: Not Too Often,"00: Inap,..",2: Fairly Often,42: Survival/Longevity One Thing I Am..,1: Gotten Mostly What R Hoped for,23: Functional Independence; Ability to Get..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,3,2: Fairly Close,1: Married,1: Yes,"00: Inap,..",1: Very Well,1: Very Well,"0: Inap,..",1: Very Happy,"0: Inap,..",1: Yes,"0: Inap,..",1: Yes,1: Yes,1922,1: Yes,"0: Inap,..",1: Own Home or Buying it,15,"81: Bachelors Degree (Except LLB, JD): BS, ..",12: Grade 12,5,8,2: Mostly Blacks,1: Better,"17: $30,000 or More",80: R Is Only Child; or Coded 80 at QJ6(1),1: Male
617,3: Some Dissat,1: Very Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,2: Somewhat Satisfied,2: Fairly Serious,1: Very Well,72: World Community of Islam in the West;..,3: A Few Times a Month - 1 to 3 Times,2: Fairly Important,"00: Inap,..",2: Often True,1: Almost Always True,3: Not Too Often,"00: Inap,..",2: Fairly Often,15: Personal Characteristics (Which Do Not..,2: Gotten less than R Hoped for,32: Children/Family; Watch Children Grow up;..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",05: (E) Mother,1: Yes,3: Only a Little,1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,1: One Time,1: Very Close,5: Never Married,1: Yes,"00: Inap,..",2: Fairly Well,"0: Inap,..","0: Inap,..",2: Pretty Happy,"0: Inap,..",5: No,"0: Inap,..",1: Yes,1: Yes,1951,5: No,2: Democratic,1: Own Home or Buying it,14,"72: Some College (1-3 Years), Degree (Other ..",99: NA,99: NA,8,1: All Blacks,2: Same,"15: $20,000-24,999",2,1: Male
618,2: Some Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,1: Very Satisfied,1: Very Satisfied,1: Very Serious,1: Very Well,"14: Methodist, (Except Code 11)",3: A Few Times a Month - 1 to 3 Times,1: Very Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,34: Employment Am Working; Have a..,1: Gotten Mostly What R Hoped for,21: Survival/Longevity; I Want to Live a Long..,2: Too Much Luck to Plan,1: Carry out Way Expected,1: Yes,3: Not at All,02: (B) Son/Stepson,1: Yes,1: A Great Deal,1: Yes,3: Not Too Hard,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,"0: Inap,..",1: Very Close,3: Separated,1: Yes,11,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",5: No,1926,1: Yes,"0: Inap,..",2: Paying Rent,7,"21: 7-8 Grades, No Other ..",7,98: DK,12: 12 Years,1: All Blacks,1: Better,"05: $3,000-3,999",9,2: Female
619,1: Very Satisf,1: Very Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,1: Very Satisfied,3: Not Too Serious,2: Fairly Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,53: Having Friends; Visiting/Seeing/Talking..,1: Gotten Mostly What R Hoped for,03: Education,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",05: (E) Mother,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,1: Yes,"0: Inap,..",1: Very Close,5: Never Married,1: Yes,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",1: Very Happy,"0: Inap,..",5: No,"0: Inap,..",5: No,1: Yes,1949,1: Yes,"0: Inap,..",1: Own Home or Buying it,17: College +,"72: Some College (1-3 Years), Degree (Other ..","96: Inap,..",17: 17 Years,17: 17 Years,2: Mostly Blacks,1: Better,"17: $30,000 or More",50: Last Born; Youngest,2: Female
620,2: Some Satisf,2: Fairly Good,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,2: Somewhat Satisfied,1: Very Serious,2: Fairly Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,99: NA,1: Almost Always True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,51: Positive Relations/Getting along with..,1: Gotten Mostly What R Hoped for,31: Marriage (Children or Family Not..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,1: Yes,5: No,9: NA,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",4: Very Dissatisfied,5: No,1: One Time,1: Very Close,1: Married,1: Yes,"00: Inap,..",1: Very Well,1: Very Well,"0: Inap,..",1: Very Happy,"0: Inap,..",5: No,"0: Inap,..",1: Yes,1: Yes,1955,5: No,"0: Inap,..",1: Own Home or Buying it,12: Grade 12,"52: 12 Grades, Completed High School; ..",11,6,8,1: All Blacks,1: Better,"13: $12,000-14,999",50: Last Born; Youngest,2: Female
621,2: Some Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,8: DK,8: DK,8: DK,"12: Baptist, NA Type",5: Less than Once a Year,"0: Inap,..","00: Inap,..",1: Almost Always True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,45: Functional Independence Physically Able..,9: NA,99: NA,2: Too Much Luck to Plan,2: Have to Change Plans,9: NA,"0: Inap,..",02: (B) Son/Stepson,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",2,1: Very Close,4: Widowed,5: No,01: One Child,2: Fairly Well,"0: Inap,..",1: Very Well,1: Very Happy,5: Never,1: Yes,5: No,"0: Inap,..",1: Yes,1897,5: No,"0: Inap,..",1: Own Home or Buying it,5,"11: 1-6 Grades, No Other Schooling; Grade ..","96: Inap,..",00: None,00: None,3: About Half Blacks,2: Same,98: DK,5,2: Female
622,1: Very Satisf,1: Very Good,3: Most People Talk or Visit a Lot with the..,1: Very Satisfied,1: Very Satisfied,4: Not Serious at All,1: Very Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,04: Will Do Anything/Everything I..,2: Often True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,41: Good Health; Not..,1: Gotten Mostly What R Hoped for,32: Children/Family; Watch Children Grow up;..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",03: (C) Daughter/Stepdaughter,1: Yes,1: A Great Deal,5: No,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,2000,3: Week,"0: Inap,..","0: Inap,..",1: One Time,1: Very Close,5: Never Married,5: No,6,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,"0: Inap,..",5: No,5: No,"0: Inap,..",1: Yes,1926,5: No,3: Neither,1: Own Home or Buying it,2,"11: 1-6 Grades, No Other Schooling; Grade ..",00: None,98: DK,98: DK,3: About Half Blacks,1: Better,"03: $1,000-1,999",2,2: Female
623,3: Some Dissat,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,2: Somewhat Satisfied,2: Fairly Serious,1: Very Well,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,02: Companionship; Someone to Do Things With;..,2: Often True,2: Often True,3: Not Too Often,"00: Inap,..",2: Fairly Often,72: Morally Upright; Do Right; Not Smoke..,2: Gotten less than R Hoped for,12: Have a Nice/Better/Big House (Ownership..,2: Too Much Luck to Plan,2: Have to Change Plans,1: Yes,3: Not at All,02: (B) Son/Stepson,1: Yes,3: Only a Little,5: No,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: Very Close,5: Never Married,1: Yes,12,2: Fairly Well,"0: Inap,..",1: Very Well,3: Not Too Happy,5: Never,5: No,5: No,"0: Inap,..",5: No,1933,1: Yes,"0: Inap,..",5: R Lives with Family/Parents - NA Whether ..,8,"21: 7-8 Grades, No Other ..",3,4,6,1: All Blacks,2: Same,"08: $6,000-6,999",6,2: Female
624,1: Very Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,2: Somewhat Satisfied,4: Not Serious at All,1: Very Well,"14: Methodist, (Except Code 11)",2: At Least Once a Week - 1 to 3 Times,1: Very Important,02: Companionship; Someone to Do Things With;..,2: Often True,2: Often True,5: Never,"00: Inap,..",1: Very Often,41: Good Health; Not..,1: Gotten Mostly What R Hoped for,26: Happiness; No Worries; Have Fun; Enjoy..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",03: (C) Daughter/Stepdaughter,1: Yes,2: A Lot,1: Yes,1: Very Hard,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,1: Very Close,4: Widowed,1: Yes,4,1: Very Well,"0: Inap,..",1: Very Well,2: Pretty Happy,"0: Inap,..",1: Yes,5: No,"0: Inap,..",5: No,1892,1: Yes,"0: Inap,..",5: R Lives with Family/Parents - NA Whether ..,6,"11: 1-6 Grades, No Other Schooling; Grade ..","96: Inap,..",98: DK,98: DK,1: All Blacks,1: Better,98: DK,5,2: Female
625,2: Some Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,2: Somewhat Satisfied,2: Fairly Serious,2: Fairly Well,26: Pentecostal or Assembly of God,1: Nearly Everyday - 4 or More Times a Week,1: Very Important,73: Prayers; Pray for Me; Help in Spiritual..,1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",1: Very Often,"21: General Satisfaction, Accomplishments,..",1: Gotten Mostly What R Hoped for,11: Home Ownership; Buy a House; My Own Home;..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",25: Cousin,5: No,"0: Inap,..",1: Yes,3: Not Too Hard,5: No,5: No,5: No,1: Yes,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,1: Yes,"0: Inap,..",2: Fairly Close,5: Never Married,1: Yes,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",1: Very Happy,5: Never,1: Yes,"0: Inap,..",9: NA,1: Yes,1952,5: No,"0: Inap,..",1: Own Home or Buying it,17: College +,"81: Bachelors Degree (Except LLB, JD): BS, ..",14,9,9,1: All Blacks,2: Same,"07: $5,000-5,999",80: R Is Only Child; or Coded 80 at QJ6(1),1: Male
